athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,experience_years,receiving_long_reception,receiving_receiving_touchdowns,receiving_receiving_yards,receiving_receptions
4695765,Tyler,Neville,Tyler Neville,Tyler Neville,235,76,TE,4,31,4,283,24
4695800,JJ,Galbreath,JJ Galbreath,JJ Galbreath,240,76,TE,3,75,5,579,36
4696001,Tyce,Ferrell,Tyce Ferrell,Tyce Ferrell,245,76,TE,3,15,1,35,6
4696027,Javon,Charles,Javon Charles,Javon Charles,260,77,TE,3,13,1,32,5
4696027,Javon,Charles,Javon Charles,Javon Charles,260,77,TE,3,13,1,32,5
4696138,Mason,Gilbert,Mason Gilbert,Mason Gilbert,254,80,TE,4,25,2,247,21
4696227,Connor,Deveney,Connor Deveney,Connor Deveney,256,77,TE,3,35,2,118,11
4696228,Brooks,Heagarty,Brooks Heagarty,Brooks Heagarty,251,76,TE,3,65,3,151,12
4696274,Devyn,Gibbs,Devyn Gibbs,Devyn Gibbs,217,76,TE,2,31,2,172,14
4696274,Devyn,Gibbs,Devyn Gibbs,Devyn Gibbs,217,76,TE,2,31,2,172,14
4696462,Max,Gunderson,Max Gunderson,Max Gunderson,255,77,TE,3,10,1,29,4
4696700,Tip,Reiman,Tip Reiman,Tip Reiman,270,77,TE,3,42,3,203,19
4696700,Tip,Reiman,Tip Reiman,Tip Reiman,270,77,TE,3,42,3,203,19
4696832,Connor,Briggs,Connor Briggs,Connor Briggs,255,74,TE,2,6,0,9,2
4696846,Ivan,Drobocky,Ivan Drobocky,Ivan Drobocky,240,76,TE,3,14,1,23,3
4696846,Ivan,Drobocky,Ivan Drobocky,Ivan Drobocky,240,76,TE,3,14,1,23,3
4696846,Ivan,Drobocky,Ivan Drobocky,Ivan Drobocky,240,76,TE,3,14,1,23,3
4696846,Ivan,Drobocky,Ivan Drobocky,Ivan Drobocky,240,76,TE,3,14,1,23,3
4697630,Cooper,Mathers,Cooper Mathers,Cooper Mathers,228,74,TE,3,39,1,251,21
4697808,Ryan,Morgan,Ryan Morgan,Ryan Morgan,265,75,TE,3,10,0,13,2
4698120,Kevin,Schaeffer,Kevin Schaeffer,Kevin Schaeffer,245,77,TE,2,25,0,43,4
4698179,River,Helms,River Helms,River Helms,242,76,TE,2,63,3,263,17
4698229,Chase,Stafford,Chase Stafford,Chase Stafford,235,76,TE,4,9,1,23,4
4698237,Justin,Wolf,Justin Wolf,Justin Wolf,240,76,TE,4,19,1,43,4
4698249,Josh,Gale,Josh Gale,Josh Gale,240,76,TE,3,35,4,335,26
4698298,Jake,Cox,Jake Cox,Jake Cox,235,75,TE,2,18,3,105,12
4698362,Kaleb,Costner,Kaleb Costner,Kaleb Costner,235,74,TE,2,38,1,113,12
4698362,Kaleb,Costner,Kaleb Costner,Kaleb Costner,235,74,TE,2,38,1,113,12
4698362,Kaleb,Costner,Kaleb Costner,Kaleb Costner,235,74,TE,2,38,1,113,12
4698757,Lee,Negrotto,Lee Negrotto,Lee Negrotto,225,75,TE,3,40,1,143,14
4698757,Lee,Negrotto,Lee Negrotto,Lee Negrotto,225,75,TE,3,40,1,143,14
4699550,Austin,Henderson,Austin Henderson,Austin Henderson,250,77,TE,3,19,3,87,10
4699678,Khalil,Dinkins,Khalil Dinkins,Khalil Dinkins,246,76,TE,2,16,2,45,4
4699678,Khalil,Dinkins,Khalil Dinkins,Khalil Dinkins,246,76,TE,2,16,2,45,4
4700102,Tavarious,Griffin,Tavarious Griffin,Tavarious Griffin,215,75,TE,4,52,5,351,26
4700102,Tavarious,Griffin,Tavarious Griffin,Tavarious Griffin,215,75,TE,4,52,5,351,26
4701588,Michael,Harrison,Michael Harrison,Michael Harrison,215,75,TE,3,25,5,284,31
4701588,Michael,Harrison,Michael Harrison,Michael Harrison,215,75,TE,3,25,5,284,31
4702556,Arlis,Boardingham,Arlis Boardingham,Arlis Boardingham,240,75,TE,1,25,4,289,26
4702559,Oscar,Delp,Oscar Delp,Oscar Delp,245,77,TE,2,41,3,253,21
4702559,Oscar,Delp,Oscar Delp,Oscar Delp,245,77,TE,2,41,3,253,21
4702826,Kelsey,Johnson,Kelsey Johnson,Kelsey Johnson,251,74,TE,2,21,0,80,11
4702913,RJ,Maryland,RJ Maryland,RJ Maryland,233,76,TE,2,62,7,518,34
4708049,Gavin,Bartholomew,Gavin Bartholomew,Gavin Bartholomew,250,77,TE,3,60,1,326,18
4708049,Gavin,Bartholomew,Gavin Bartholomew,Gavin Bartholomew,250,77,TE,3,60,1,326,18
4708354,Jeremiah,Franklin,Jeremiah Franklin,Jeremiah Franklin,248,75,TE,2,30,1,166,12
4708490,John Michael,Gyllenborg,John Michael Gyllenborg,John Michael Gyllenborg,245,77,TE,2,89,3,316,19
4708878,Trace,Bruckler,Trace Bruckler,Trace Bruckler,237,75,TE,2,25,0,89,9
4709651,Brody,Dalton,Brody Dalton,Brody Dalton,250,77,TE,2,27,0,88,5
4709804,Cole,Rusk,Cole Rusk,Cole Rusk,245,78,TE,3,47,6,512,39
4710068,Colin,Weber,Colin Weber,Colin Weber,261,76,TE,2,45,0,362,34
4710068,Colin,Weber,Colin Weber,Colin Weber,261,76,TE,2,45,0,362,34
4710711,DJ,Rogers,DJ Rogers,DJ Rogers,250,76,TE,2,22,1,78,7
4710718,Andreas,Paaske,Andreas Paaske,Andreas Paaske,255,78,TE,3,21,0,39,4
4710718,Andreas,Paaske,Andreas Paaske,Andreas Paaske,255,78,TE,3,21,0,39,4
4710718,Andreas,Paaske,Andreas Paaske,Andreas Paaske,255,78,TE,3,21,0,39,4
4710718,Andreas,Paaske,Andreas Paaske,Andreas Paaske,255,78,TE,3,21,0,39,4
4711409,Emmanual,Stevenson,Emmanual Stevenson,Emmanual Stevenson,233,75,TE,3,17,2,129,18
4712956,Evan,Lester Jr.,Evan Lester Jr.,Evan Lester Jr.,220,74,TE,2,21,1,22,2
4713061,Ikeem,Wright,Ikeem Wright,Ikeem Wright,244,73,TE,2,32,1,88,4
4713061,Ikeem,Wright,Ikeem Wright,Ikeem Wright,244,73,TE,2,32,1,88,4
4713061,Ikeem,Wright,Ikeem Wright,Ikeem Wright,244,73,TE,2,32,1,88,4
4713061,Ikeem,Wright,Ikeem Wright,Ikeem Wright,244,73,TE,2,32,1,88,4
4713061,Ikeem,Wright,Ikeem Wright,Ikeem Wright,244,73,TE,2,32,1,88,4
4714384,Ethan,Erickson,Ethan Erickson,Ethan Erickson,240,77,TE,2,19,0,24,2
4714427,Jency,Riley,Jency Riley,Jency Riley,225,76,TE,3,35,1,89,7
4714427,Jency,Riley,Jency Riley,Jency Riley,225,76,TE,3,35,1,89,7
4714427,Jency,Riley,Jency Riley,Jency Riley,225,76,TE,3,35,1,89,7
4717723,Reese,Clark,Reese Clark,Reese Clark,220,76,TE,1,28,1,145,18
4723086,Colston,Loveland,Colston Loveland,Colston Loveland,245,77,TE,2,54,4,572,40
4723086,Colston,Loveland,Colston Loveland,Colston Loveland,245,77,TE,2,54,4,572,40
4729985,Gregory,Perkins,Gregory Perkins,Gregory Perkins,245,75,TE,4,10,1,27,4
4730497,Ron,Tiavaasue,Ron Tiavaasue,Ron Tiavaasue,275,76,TE,4,28,1,44,3
4731586,Kyle,Morlock,Kyle Morlock,Kyle Morlock,239,78,TE,3,63,0,255,19
4746167,Worth,Warner,Worth Warner,Worth Warner,215,76,TE,4,31,3,403,31
4747189,Kevin,Diaz,Kevin Diaz,Kevin Diaz,250,76,TE,3,14,0,27,3
4749402,Jyrin,Johnson,Jyrin Johnson,Jyrin Johnson,208,76,TE,3,37,4,405,37
4749402,Jyrin,Johnson,Jyrin Johnson,Jyrin Johnson,208,76,TE,3,37,4,405,37
4769903,Bryson,Clark,Bryson Clark,Bryson Clark,210,74,TE,3,31,0,101,8
4770004,Sylvester,Campbell,Sylvester Campbell,Sylvester Campbell,240,76,TE,4,5,0,9,2
4775263,Jack,Neri,Jack Neri,Jack Neri,245,75,TE,4,25,1,157,22
4775263,Jack,Neri,Jack Neri,Jack Neri,245,75,TE,4,25,1,157,22
4775263,Jack,Neri,Jack Neri,Jack Neri,245,75,TE,4,25,1,157,22
4801276,Houston,Thomas,Houston Thomas,Houston Thomas,240,78,TE,1,26,0,98,8
4804882,Garrett,Oakley,Garrett Oakley,Garrett Oakley,230,77,TE,1,28,2,119,9
4808766,Mason,Taylor,Mason Taylor,Mason Taylor,255,78,TE,2,22,1,260,29
4808766,Mason,Taylor,Mason Taylor,Mason Taylor,255,78,TE,2,22,1,260,29
4808766,Mason,Taylor,Mason Taylor,Mason Taylor,255,78,TE,2,22,1,260,29
4808766,Mason,Taylor,Mason Taylor,Mason Taylor,255,78,TE,2,22,1,260,29
4816323,Nate,Kurisky,Nate Kurisky,Nate Kurisky,235,75,TE,2,23,2,138,16
4819215,Josh,Kattus,Josh Kattus,Josh Kattus,231,76,TE,2,28,2,108,8
4819215,Josh,Kattus,Josh Kattus,Josh Kattus,231,76,TE,2,28,2,108,8
4819215,Josh,Kattus,Josh Kattus,Josh Kattus,231,76,TE,2,28,2,108,8
4819259,Devon,Tauaefa,Devon Tauaefa,Devon Tauaefa,205,76,TE,1,26,1,55,5
4819259,Devon,Tauaefa,Devon Tauaefa,Devon Tauaefa,205,76,TE,1,26,1,55,5
4819259,Devon,Tauaefa,Devon Tauaefa,Devon Tauaefa,205,76,TE,1,26,1,55,5
4826637,Henry,Boyer,Henry Boyer,Henry Boyer,270,78,TE,1,9,0,20,3
4827049,Max,Reese,Max Reese,Max Reese,235,74,TE,2,6,0,8,2
4831959,Eli,Raridon,Eli Raridon,Eli Raridon,249,78,TE,2,19,1,39,3
4831959,Eli,Raridon,Eli Raridon,Eli Raridon,249,78,TE,2,19,1,39,3
4832029,Alex,Bauman,Alex Bauman,Alex Bauman,245,77,TE,2,39,5,273,33
4832029,Alex,Bauman,Alex Bauman,Alex Bauman,245,77,TE,2,39,5,273,33
4832827,Jack,Velling,Jack Velling,Jack Velling,241,76,TE,2,41,8,438,29
4833029,Max,Klare,Max Klare,Max Klare,245,76,TE,1,27,0,196,22
4833029,Max,Klare,Max Klare,Max Klare,245,76,TE,1,27,0,196,22
4833029,Max,Klare,Max Klare,Max Klare,245,76,TE,1,27,0,196,22
4833372,Sean,Sallis,Sean Sallis,Sean Sallis,229,77,TE,1,25,1,51,5
4833372,Sean,Sallis,Sean Sallis,Sean Sallis,229,77,TE,1,25,1,51,5
4837392,Ty,Washington,Ty Washington,Ty Washington,247,76,TE,1,34,2,170,11
4838696,Dae'Quan,Wright,Dae'Quan Wright,Dae'Quan Wright,234,76,TE,2,39,0,366,28
4838696,Dae'Quan,Wright,Dae'Quan Wright,Dae'Quan Wright,234,76,TE,2,39,0,366,28
4867887,Terrance,Carter,Terrance Carter,Terrance Carter,232,74,TE,1,35,3,225,25
4867887,Terrance,Carter,Terrance Carter,Terrance Carter,232,74,TE,1,35,3,225,25
4867887,Terrance,Carter,Terrance Carter,Terrance Carter,232,74,TE,1,35,3,225,25
4867887,Terrance,Carter,Terrance Carter,Terrance Carter,232,74,TE,1,35,3,225,25
4867887,Terrance,Carter,Terrance Carter,Terrance Carter,232,74,TE,1,35,3,225,25
4869390,Wyatt,Sullivan,Wyatt Sullivan,Wyatt Sullivan,235,76,TE,1,12,0,29,5
4869390,Wyatt,Sullivan,Wyatt Sullivan,Wyatt Sullivan,235,76,TE,1,12,0,29,5
4869519,Gabe,Burkle,Gabe Burkle,Gabe Burkle,260,77,TE,1,5,0,9,2
4869519,Gabe,Burkle,Gabe Burkle,Gabe Burkle,260,77,TE,1,5,0,9,2
4869534,Amari,Niblack,Amari Niblack,Amari Niblack,233,76,TE,2,39,4,321,19
4869534,Amari,Niblack,Amari Niblack,Amari Niblack,233,76,TE,2,39,4,321,19
4869534,Amari,Niblack,Amari Niblack,Amari Niblack,233,76,TE,2,39,4,321,19
4869534,Amari,Niblack,Amari Niblack,Amari Niblack,233,76,TE,2,39,4,321,19
4869608,Maximus,Webster,Maximus Webster,Maximus Webster,200,74,TE,1,9,1,16,5
4869728,Jeremiah,Hasley,Jeremiah Hasley,Jeremiah Hasley,239,75,TE,1,21,1,46,4
4869745,Kyirin,Heath,Kyirin Heath,Kyirin Heath,235,76,TE,2,21,0,60,4
4869745,Kyirin,Heath,Kyirin Heath,Kyirin Heath,235,76,TE,2,21,0,60,4
4869821,Decorion,Temple,Decorion Temple,Decorion Temple,240,77,TE,1,22,0,75,6
4869963,Charlie,Kreinbucher,Charlie Kreinbucher,Charlie Kreinbucher,230,77,TE,2,20,3,95,12
4870608,Benjamin,Brahmer,Benjamin Brahmer,Benjamin Brahmer,240,79,TE,1,48,2,320,26
4870608,Benjamin,Brahmer,Benjamin Brahmer,Benjamin Brahmer,240,79,TE,1,48,2,320,26
4870683,Ethan,Davis,Ethan Davis,Ethan Davis,232,77,TE,1,19,0,33,2
4870683,Ethan,Davis,Ethan Davis,Ethan Davis,232,77,TE,1,19,0,33,2
4870683,Ethan,Davis,Ethan Davis,Ethan Davis,232,77,TE,1,19,0,33,2
4870797,Luke,Hasz,Luke Hasz,Luke Hasz,242,75,TE,1,59,3,253,16
4870797,Luke,Hasz,Luke Hasz,Luke Hasz,242,75,TE,1,59,3,253,16
4870869,Brett,Norfleet,Brett Norfleet,Brett Norfleet,235,79,TE,1,27,3,195,17
4870869,Brett,Norfleet,Brett Norfleet,Brett Norfleet,235,79,TE,1,27,3,195,17
4870884,Mac,Markway,Mac Markway,Mac Markway,250,76,TE,1,8,1,16,3
4870954,Randy,Pittman,Randy Pittman,Randy Pittman,225,74,TE,1,39,1,215,19
4870954,Randy,Pittman,Randy Pittman,Randy Pittman,225,74,TE,1,39,1,215,19
4870954,Randy,Pittman,Randy Pittman,Randy Pittman,225,74,TE,1,39,1,215,19
4871019,Rico,Walker,Rico Walker,Rico Walker,248,76,TE,1,16,0,27,4
4871039,Jelani,Thurman,Jelani Thurman,Jelani Thurman,258,78,TE,1,14,0,18,2
4871054,Riley,Williams,Riley Williams,Riley Williams,240,78,TE,1,22,1,59,7
4871061,Pearce,Spurlin III,Pearce Spurlin III,Pearce Spurlin III,230,79,TE,1,25,0,29,2
4871100,John,Locke,John Locke,John Locke,251,76,TE,1,3,1,4,2
4872953,Thomaz,Whitford,Thomaz Whitford,Thomaz Whitford,250,76,TE,4,20,2,119,11
4872961,Matt,Byrnes,Matt Byrnes,Matt Byrnes,250,78,TE,2,18,0,44,6
4872966,Clayton,Ollendieck,Clayton Ollendieck,Clayton Ollendieck,235,76,TE,4,30,2,124,10
4872997,Jjay,Mcafee,Jjay Mcafee,Jjay Mcafee,240,75,TE,4,32,3,316,32
4872997,Jjay,Mcafee,Jjay Mcafee,Jjay Mcafee,240,75,TE,4,32,3,316,32
4873456,Addison,Ostrenga,Addison Ostrenga,Addison Ostrenga,255,76,TE,2,19,2,178,29
4873456,Addison,Ostrenga,Addison Ostrenga,Addison Ostrenga,255,76,TE,2,19,2,178,29
4873590,Koby,Gross,Koby Gross,Koby Gross,243,74,TE,4,17,2,85,9
4873590,Koby,Gross,Koby Gross,Koby Gross,243,74,TE,4,17,2,85,9
4874455,Stetson,Moore,Stetson Moore,Stetson Moore,250,76,TE,4,6,0,12,4
4874455,Stetson,Moore,Stetson Moore,Stetson Moore,250,76,TE,4,6,0,12,4
4874455,Stetson,Moore,Stetson Moore,Stetson Moore,250,76,TE,4,6,0,12,4
4874455,Stetson,Moore,Stetson Moore,Stetson Moore,250,76,TE,4,6,0,12,4
4874455,Stetson,Moore,Stetson Moore,Stetson Moore,250,76,TE,4,6,0,12,4
4875350,Quentin,Moore,Quentin Moore,Quentin Moore,255,76,TE,3,8,1,10,2
4875350,Quentin,Moore,Quentin Moore,Quentin Moore,255,76,TE,3,8,1,10,2
4875350,Quentin,Moore,Quentin Moore,Quentin Moore,255,76,TE,3,8,1,10,2
4875469,Austin,Hence,Austin Hence,Austin Hence,241,76,TE,4,32,3,269,25
4875469,Austin,Hence,Austin Hence,Austin Hence,241,76,TE,4,32,3,269,25
4875469,Austin,Hence,Austin Hence,Austin Hence,241,76,TE,4,32,3,269,25
4875469,Austin,Hence,Austin Hence,Austin Hence,241,76,TE,4,32,3,269,25
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4875683,Mitchel,Collier,Mitchel Collier,Mitchel Collier,240,75,TE,2,20,3,88,10
4876030,Lincoln,Sefcik,Lincoln Sefcik,Lincoln Sefcik,238,75,TE,4,24,1,165,17
4876132,Josh,Cuevas,Josh Cuevas,Josh Cuevas,239,75,TE,2,57,1,164,4
4876196,Erik,Barker,Erik Barker,Erik Barker,245,76,TE,3,9,0,22,5
4876366,Winston,Williams,Winston Williams,Winston Williams,218,76,TE,3,50,0,61,3
4876515,Jack,Larsen,Jack Larsen,Jack Larsen,240,75,TE,3,29,1,58,6
4876574,Landon,Sauers,Landon Sauers,Landon Sauers,236,76,TE,1,25,1,71,9
4876574,Landon,Sauers,Landon Sauers,Landon Sauers,236,76,TE,1,25,1,71,9
4876574,Landon,Sauers,Landon Sauers,Landon Sauers,236,76,TE,1,25,1,71,9
4876659,Jonathan,Burns,Jonathan Burns,Jonathan Burns,220,76,TE,2,26,1,194,23
4876695,Jaden,Allen,Jaden Allen,Jaden Allen,235,75,TE,3,38,1,95,11
4876744,Cameron,Heald,Cameron Heald,Cameron Heald,215,73,RB,2,10,0,25,5
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4876858,Ashanti,Caviness Jr.,Ashanti Caviness Jr.,Ashanti Caviness Jr.,240,78,TE,3,31,1,40,3
4877773,Johncarlos,Miller II,Johncarlos Miller II,Johncarlos Miller II,242,77,TE,2,70,4,453,25
4877824,Zach,Horton,Zach Horton,Zach Horton,249,76,TE,3,66,6,266,26
4877868,Eli,Mahan,Eli Mahan,Eli Mahan,250,76,TE,2,23,0,39,3
4878109,Hayden,Hansen,Hayden Hansen,Hayden Hansen,265,78,TE,1,38,2,150,12
4878160,Trey,McDonald,Trey McDonald,Trey McDonald,225,78,TE,2,40,1,123,10
4878166,Matthew,Pilc,Matthew Pilc,Matthew Pilc,237,75,TE,4,8,0,25,5
4878209,Alex,Geraci,Alex Geraci,Alex Geraci,225,75,TE,3,17,0,36,4
4878265,Bryce,Myers,Bryce Myers,Bryce Myers,230,75,TE,3,52,1,324,31
4878267,Mike,Fraraccio,Mike Fraraccio,Mike Fraraccio,245,76,TE,3,9,0,15,2
4878267,Mike,Fraraccio,Mike Fraraccio,Mike Fraraccio,245,76,TE,3,9,0,15,2
4878695,Max,Bredeson,Max Bredeson,Max Bredeson,240,74,TE,3,14,0,19,2
4878788,Antonio,Johnson,Antonio Johnson,Antonio Johnson,255,76,TE,2,34,1,100,9
4878842,Layne,Pryor,Layne Pryor,Layne Pryor,251,75,TE,3,17,1,119,11
4879033,Lance,Rees,Lance Rees,Lance Rees,255,76,TE,2,5,0,20,5
4879033,Lance,Rees,Lance Rees,Lance Rees,255,76,TE,2,5,0,20,5
4879073,Jacob,Petersen,Jacob Petersen,Jacob Petersen,244,76,TE,3,29,1,86,5
4879082,Luke,Pecovic,Luke Pecovic,Luke Pecovic,251,75,TE,3,5,0,7,2
4879118,Jackson,Willette,Jackson Willette,Jackson Willette,230,76,TE,2,14,1,76,14
4879166,Evan,Jernegan,Evan Jernegan,Evan Jernegan,225,73,TE,2,31,1,93,6
4879196,Gavin,Yates,Gavin Yates,Gavin Yates,232,75,TE,3,8,0,10,2
4879236,Jaden,Norby,Jaden Norby,Jaden Norby,245,75,TE,3,19,1,56,5
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879277,Finn,Diggins,Finn Diggins,Finn Diggins,247,76,TE,2,14,0,45,6
4879946,Danny,Joiner,Danny Joiner,Danny Joiner,249,75,TE,2,20,0,90,7
4879946,Danny,Joiner,Danny Joiner,Danny Joiner,249,75,TE,2,20,0,90,7
4879946,Danny,Joiner,Danny Joiner,Danny Joiner,249,75,TE,2,20,0,90,7
4879946,Danny,Joiner,Danny Joiner,Danny Joiner,249,75,TE,2,20,0,90,7
4879946,Danny,Joiner,Danny Joiner,Danny Joiner,249,75,TE,2,20,0,90,7
4880181,Cade,Conley,Cade Conley,Cade Conley,239,76,TE,2,27,1,215,23
4880181,Cade,Conley,Cade Conley,Cade Conley,239,76,TE,2,27,1,215,23
4880181,Cade,Conley,Cade Conley,Cade Conley,239,76,TE,2,27,1,215,23
4880181,Cade,Conley,Cade Conley,Cade Conley,239,76,TE,2,27,1,215,23
4880236,Will,Kacmarek,Will Kacmarek,Will Kacmarek,256,78,TE,2,36,2,243,22
4880236,Will,Kacmarek,Will Kacmarek,Will Kacmarek,256,78,TE,2,36,2,243,22
4880301,Austin,Jarrard,Austin Jarrard,Austin Jarrard,242,75,TE,3,5,1,9,2
4880301,Austin,Jarrard,Austin Jarrard,Austin Jarrard,242,75,TE,3,5,1,9,2
4880301,Austin,Jarrard,Austin Jarrard,Austin Jarrard,242,75,TE,3,5,1,9,2
4880369,Davis,Sherwood,Davis Sherwood,Davis Sherwood,240,75,TE,3,10,1,18,2
4880369,Davis,Sherwood,Davis Sherwood,Davis Sherwood,240,75,TE,3,10,1,18,2
4880369,Davis,Sherwood,Davis Sherwood,Davis Sherwood,240,75,TE,3,10,1,18,2
4880449,Blake,Bosma,Blake Bosma,Blake Bosma,230,75,TE,2,58,2,317,19
4880449,Blake,Bosma,Blake Bosma,Blake Bosma,230,75,TE,2,58,2,317,19
4880449,Blake,Bosma,Blake Bosma,Blake Bosma,230,75,TE,2,58,2,317,19
4880644,Bryce,Damous,Bryce Damous,Bryce Damous,240,75,TE,4,42,3,242,24
4880644,Bryce,Damous,Bryce Damous,Bryce Damous,240,75,TE,4,42,3,242,24
4880644,Bryce,Damous,Bryce Damous,Bryce Damous,240,75,TE,4,42,3,242,24
4880644,Bryce,Damous,Bryce Damous,Bryce Damous,240,75,TE,4,42,3,242,24
4880774,Jake,Boust,Jake Boust,Jake Boust,238,76,TE,4,12,1,30,4
4880870,Xzavior,Kautai,Xzavior Kautai,Xzavior Kautai,235,72,TE,2,12,2,42,7
4880906,Phil,Pasmeg,Phil Pasmeg,Phil Pasmeg,230,74,TE,4,18,0,43,4
4880906,Phil,Pasmeg,Phil Pasmeg,Phil Pasmeg,230,74,TE,4,18,0,43,4
4882061,Jake,Newell,Jake Newell,Jake Newell,240,76,TE,1,29,1,124,13
4882121,Nicholas,Dobson,Nicholas Dobson,Nicholas Dobson,245,75,TE,3,20,0,84,8
4882121,Nicholas,Dobson,Nicholas Dobson,Nicholas Dobson,245,75,TE,3,20,0,84,8
4884418,TK,Paisant,TK Paisant,TK Paisant,265,77,TE,2,41,4,182,11
4885469,Darrin,Fugitt,Darrin Fugitt,Darrin Fugitt,228,75,TE,1,15,0,86,11
4885471,Abraham,Haerr,Abraham Haerr,Abraham Haerr,220,76,TE,1,45,0,67,3
4886073,Aidan,Quinn,Aidan Quinn,Aidan Quinn,226,73,TE,3,40,3,347,27
4887824,Gary,Clinton,Gary Clinton,Gary Clinton,244,76,TE,2,19,3,70,9
4887824,Gary,Clinton,Gary Clinton,Gary Clinton,244,76,TE,2,19,3,70,9
4890881,Cameron,Ball,Cameron Ball,Cameron Ball,235,78,TE,1,32,0,82,8
4891709,Barry,White,Barry White,Barry White,190,73,TE,2,29,2,51,4
4892292,Connor,Finer,Connor Finer,Connor Finer,205,74,WR,3,29,0,56,4
4892292,Connor,Finer,Connor Finer,Connor Finer,205,74,WR,3,29,0,56,4
4893748,Connor,Hulstein,Connor Hulstein,Connor Hulstein,215,77,TE,3,16,2,59,5
4893750,Tyler,Picinic,Tyler Picinic,Tyler Picinic,230,75,TE,3,22,1,204,21
4894449,Miller,McCrumby,Miller McCrumby,Miller McCrumby,225,75,TE,2,21,0,114,12
4894451,Brennan,Parachek,Brennan Parachek,Brennan Parachek,250,77,TE,1,17,0,55,6
4894451,Brennan,Parachek,Brennan Parachek,Brennan Parachek,250,77,TE,1,17,0,55,6
4894451,Brennan,Parachek,Brennan Parachek,Brennan Parachek,250,77,TE,1,17,0,55,6
4896113,DJ,Nelson,DJ Nelson,DJ Nelson,230,77,TE,2,33,4,134,12
4896197,Caleb,Rillos,Caleb Rillos,Caleb Rillos,255,77,TE,4,35,0,91,7
4898018,Josh,Sapp,Josh Sapp,Josh Sapp,235,73,TE,1,25,2,56,6
4898018,Josh,Sapp,Josh Sapp,Josh Sapp,235,73,TE,1,25,2,56,6
4898018,Josh,Sapp,Josh Sapp,Josh Sapp,235,73,TE,1,25,2,56,6
4898018,Josh,Sapp,Josh Sapp,Josh Sapp,235,73,TE,1,25,2,56,6
4898018,Josh,Sapp,Josh Sapp,Josh Sapp,235,73,TE,1,25,2,56,6
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4899418,Juice,Vereen,Juice Vereen,Juice Vereen,214,76,TE,1,22,0,65,4
4907786,Rocky,Beers,Rocky Beers,Rocky Beers,220,76,TE,2,32,1,166,18
4907786,Rocky,Beers,Rocky Beers,Rocky Beers,220,76,TE,2,32,1,166,18
4907786,Rocky,Beers,Rocky Beers,Rocky Beers,220,76,TE,2,32,1,166,18
4910222,Hawkins,Polley,Hawkins Polley,Hawkins Polley,249,75,TE,1,13,1,14,2
4910711,Justin,Holmes,Justin Holmes,Justin Holmes,237,75,TE,2,41,0,188,20
4910845,Thomas,Jewett,Thomas Jewett,Thomas Jewett,240,76,TE,1,11,0,42,9
4910845,Thomas,Jewett,Thomas Jewett,Thomas Jewett,240,76,TE,1,11,0,42,9
4910845,Thomas,Jewett,Thomas Jewett,Thomas Jewett,240,76,TE,1,11,0,42,9
