athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,kicking_extra_point_attempts,kicking_extra_points_made,kicking_field_goal_attempts,kicking_field_goals_made,kicking_long_field_goal_made,kicking_field_goal_attempts40_49,kicking_field_goal_attempts50_59,kicking_field_goal_attempts60_99,kicking_field_goals_made40_49,kicking_field_goals_made50_59,kicking_field_goals_made60_99
5100466,Ewan,Johnson,Ewan Johnson,Ewan Johnson,160,70,PK,24,24,13,8,0,0,0,0,0,0,0
5100573,Anthony,Turnage,Anthony Turnage,Anthony Turnage,170,71,PK,5,4,6,4,0,0,0,0,0,0,0
5100573,Anthony,Turnage,Anthony Turnage,Anthony Turnage,170,71,PK,5,4,6,4,0,0,0,0,0,0,0
5100573,Anthony,Turnage,Anthony Turnage,Anthony Turnage,170,71,PK,5,4,6,4,0,0,0,0,0,0,0
5102149,Andrew,Lastovka,Andrew Lastovka,Andrew Lastovka,165,68,PK,47,45,20,17,0,0,0,0,0,0,0
5102149,Andrew,Lastovka,Andrew Lastovka,Andrew Lastovka,165,68,PK,47,45,20,17,0,0,0,0,0,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5105172,Nathan,Kirkwood,Nathan Kirkwood,Nathan Kirkwood,174,74,PK,17,16,9,6,45,5,0,0,2,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5151038,Kyle,Cunanan,Kyle Cunanan,Kyle Cunanan,165,70,PK,16,16,15,9,49,7,1,0,5,0,0
5153604,Owen,Wiley,Owen Wiley,Owen Wiley,190,72,PK,12,12,6,4,38,2,0,0,0,0,0
5153663,William,Testa,William Testa,William Testa,200,70,PK,7,7,3,2,32,0,0,0,0,0,0
5153663,William,Testa,William Testa,William Testa,200,70,PK,7,7,3,2,32,0,0,0,0,0,0
5155087,Gabriel,Plascencia,Gabriel Plascencia,Gabriel Plascencia,210,73,PK,2,2,4,4,46,1,0,0,1,0,0
5155087,Gabriel,Plascencia,Gabriel Plascencia,Gabriel Plascencia,210,73,PK,2,2,4,4,46,1,0,0,1,0,0
5155087,Gabriel,Plascencia,Gabriel Plascencia,Gabriel Plascencia,210,73,PK,2,2,4,4,46,1,0,0,1,0,0
5155087,Gabriel,Plascencia,Gabriel Plascencia,Gabriel Plascencia,210,73,PK,2,2,4,4,46,1,0,0,1,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5156074,Alex,Kasee,Alex Kasee,Alex Kasee,161,74,PK,2,2,2,1,39,1,0,0,0,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5161141,Mateen,Bhaghani,Mateen Bhaghani,Mateen Bhaghani,175,73,PK,27,27,9,8,43,2,0,0,2,0,0
5162686,Jackson,Courville,Jackson Courville,Jackson Courville,175,70,PK,25,24,21,15,48,4,4,0,3,0,0
5162686,Jackson,Courville,Jackson Courville,Jackson Courville,175,70,PK,25,24,21,15,48,4,4,0,3,0,0
5162686,Jackson,Courville,Jackson Courville,Jackson Courville,175,70,PK,25,24,21,15,48,4,4,0,3,0,0
5162686,Jackson,Courville,Jackson Courville,Jackson Courville,175,70,PK,25,24,21,15,48,4,4,0,3,0,0
5163090,Kameron,Lake,Kameron Lake,Kameron Lake,189,74,PK,4,4,2,1,20,0,0,0,0,0,0
5163090,Kameron,Lake,Kameron Lake,Kameron Lake,189,74,PK,4,4,2,1,20,0,0,0,0,0,0
5163090,Kameron,Lake,Kameron Lake,Kameron Lake,189,74,PK,4,4,2,1,20,0,0,0,0,0,0
