athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,general_fumbles_forced,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_sack_yards
4428131,Sio,Nofoagatoto'a,Sio Nofoagatoto'a,Sio Nofoagatoto'a,330,75,DL,0,0,5,11,0
4428151,R.J.,Oben,R.J. Oben,R.J. Oben,260,76,DE,0,5,7,17,46
4428194,Jeramy,Passmore,Jeramy Passmore,Jeramy Passmore,263,75,DL,0,2.5,12,25,23
4428196,Jaylen,Pate,Jaylen Pate,Jaylen Pate,270,75,DL,1,3,13,26,17
4428201,Orin,Patu,Orin Patu,Orin Patu,245,76,DL,0,0,2,4,0
4428251,Kevin,Pointer,Kevin Pointer,Kevin Pointer,282,73,DL,0,1.5,18,37,6
4428307,Malcolm,Ray,Malcolm Ray,Malcolm Ray,292,74,DL,0,0,5,18,0
4428343,Ricky,Barber,Ricky Barber,Ricky Barber,295,75,DT,0,1.5,6,9,8
4428344,Darius,Richardson,Darius Richardson,Darius Richardson,295,74,DL,0,0,4,11,0
4428355,Kennedy,Roberts,Kennedy Roberts,Kennedy Roberts,290,75,DL,0,0,2,20,0
4428357,Kori,Roberson Jr.,Kori Roberson Jr.,Kori Roberson Jr.,286,75,DT,0,3,16,29,18
4428360,Janorris,Robertson,Janorris Robertson,Janorris Robertson,240,76,DE,2,2.5,19,25,16
4428390,Keivie,Rose,Keivie Rose,Keivie Rose,303,75,DL,0,2.5,7,15,21
4428420,Ricky,Samuel,Ricky Samuel,Ricky Samuel,305,75,DL,0,1,1,4,3
4428484,Shitta,Sillah,Shitta Sillah,Shitta Sillah,253,76,DE,0,2,10,14,9
4428495,Jayden,Simon,Jayden Simon,Jayden Simon,344,75,DL,0,0,4,10,0
4428559,Blaine,Spires,Blaine Spires,Blaine Spires,240,74,DE,1,5,12,26,18
4428600,Marcus,Stripling,Marcus Stripling,Marcus Stripling,250,75,DL,0,1.5,1,5,14
4428614,Corey,Suttle,Corey Suttle,Corey Suttle,261,76,DL,0,2,12,18,21
4428617,T'Vondre,Sweat,T'Vondre Sweat,T'Vondre Sweat,362,76,DT,0,2,17,42,10
4428630,Demond,Taylor Jr.,Demond Taylor Jr.,Demond Taylor Jr.,308,74,DT,0,0,11,21,0
4428637,Da'Jon,Terry,Da'Jon Terry,Da'Jon Terry,321,75,DL,0,1,6,17,4
4428652,Nate,Temple,Nate Temple,Nate Temple,250,76,DL,0,1.5,8,26,17
4428657,Wy'Kevious,Thomas,Wy'Kevious Thomas,Wy'Kevious Thomas,308,74,DL,0,1,10,36,6
4428660,RaQuan,Thompson,RaQuan Thompson,RaQuan Thompson,285,75,DL,0,0,1,8,0
4428664,Tru,Thompson,Tru Thompson,Tru Thompson,281,73,DL,0,1.5,7,17,11
4428672,Jalen,Thornton,Jalen Thornton,Jalen Thornton,278,74,DL,0,1.5,3,10,8
4428713,Bralen,Trice,Bralen Trice,Bralen Trice,274,76,LB,0,5,24,41,25
4428734,Brian,Ugwu,Brian Ugwu,Brian Ugwu,250,75,DL,2,8,31,62,47
4428781,Kody,Walterscheid,Kody Walterscheid,Kody Walterscheid,281,78,DE,0,0,9,15,0
4428786,Myron,Warren,Myron Warren,Myron Warren,275,74,DT,0,0,3,9,0
4428788,Keyon,Ware-Hudson,Keyon Ware-Hudson,Keyon Ware-Hudson,300,74,DT,0,1,8,19,3
4428822,Dorian,Wesley,Dorian Wesley,Dorian Wesley,280,77,DT,0,0,3,12,0
4428876,Rason,Williams II,Rason Williams II,Rason Williams II,280,76,DL,0,2.5,7,23,12
4428884,Caleb,Williams,Caleb Williams,Caleb Williams,300,71,DL,0,0.5,14,58,1
4428886,Kristian,Williams,Kristian Williams,Kristian Williams,314,74,DL,1,0,7,19,0
4428888,Jalen,Williams,Jalen Williams,Jalen Williams,250,76,DL,0,1,7,21,11
4428923,Tavion,Woodard,Tavion Woodard,Tavion Woodard,259,76,DL,0,2,5,16,19
4428925,Zaylin,Wood,Zaylin Wood,Zaylin Wood,273,74,DE,1,3,9,16,20
4428926,Billy,Wooden,Billy Wooden,Billy Wooden,310,73,DT,2,6.5,24,51,49
4428987,Desmond,Evans,Desmond Evans,Desmond Evans,275,78,DL,0,2,17,32,21
4428996,Jordan,Burch,Jordan Burch,Jordan Burch,290,78,DE,0,3,13,33,27
4428997,Sav'ell,Smalls,Sav'ell Smalls,Sav'ell Smalls,260,75,DE,0,0,0,2,0
4429005,Braiden,McGregor,Braiden McGregor,Braiden McGregor,267,78,LB,1,2.5,11,24,20
4429007,DeMonte,Capehart,DeMonte Capehart,DeMonte Capehart,320,77,DT,1,2,11,14,13
4429009,Antwaun,Powell-Ryland,Antwaun Powell-Ryland,Antwaun Powell-Ryland,242,75,DL,3,9.5,22,39,77
4429026,Myles,Murphy,Myles Murphy,Myles Murphy,310,77,DT,0,1,14,23,2
4429040,Vernon,Broughton,Vernon Broughton,Vernon Broughton,291,76,DL,0,1,7,17,3
4429057,Omari,Thomas,Omari Thomas,Omari Thomas,320,76,DL,0,1,16,31,3
4429058,Jaylen,Harrell,Jaylen Harrell,Jaylen Harrell,242,76,LB,2,6.5,13,28,54
4429065,Jacolbe,Cowan,Jacolbe Cowan,Jacolbe Cowan,280,76,DL,0,1,2,3,1
4429073,Fadil,Diggs,Fadil Diggs,Fadil Diggs,260,77,DL,0,4,22,36,27
4429076,Coziah,Izzard,Coziah Izzard,Coziah Izzard,294,75,DT,1,3,7,16,11
4429094,Demon,Clowney,Demon Clowney,Demon Clowney,250,76,DL,0,2.5,13,33,13
4429101,Jordan,Botelho,Jordan Botelho,Jordan Botelho,255,74,DL,0,3,16,27,18
4429109,Tonka,Hemingway,Tonka Hemingway,Tonka Hemingway,285,75,DT,0,1.5,19,32,6
4429114,Zykeivous,Walker,Zykeivous Walker,Zykeivous Walker,294,76,DL,0,1,7,20,2
4429123,Jay,Hardy,Jay Hardy,Jay Hardy,300,75,DT,0,2,10,28,17
4429124,Jacobian,Guillory,Jacobian Guillory,Jacobian Guillory,320,74,DT,0,0.5,5,27,1
4429136,Warren,Brinson,Warren Brinson,Warren Brinson,305,76,DL,0,2,13,19,19
4429140,Prince,Dorbah,Prince Dorbah,Prince Dorbah,230,74,DL,0,6,14,30,56
4429142,Nazir,Stackhouse,Nazir Stackhouse,Nazir Stackhouse,320,75,DL,0,2,12,21,13
4429159,Eric,Taylor,Eric Taylor,Eric Taylor,290,76,DL,0,0,5,15,0
4429166,Princely,Umanmielen,Princely Umanmielen,Princely Umanmielen,255,77,DE,0,7,22,39,49
4429171,Blayne,Toll,Blayne Toll,Blayne Toll,266,78,DE,0,2,11,19,11
4429176,Jordan,Butler,Jordan Butler,Jordan Butler,315,75,DL,0,0,9,16,0
4429190,Akheem,Mesidor,Akheem Mesidor,Akheem Mesidor,280,75,DL,0,0,3,5,0
4429233,James,Ash,James Ash,James Ash,280,76,DL,0,0,8,24,0
4429244,Jevon,Banks,Jevon Banks,Jevon Banks,290,74,DT,0,2,5,7,10
4429250,Ben,Barten,Ben Barten,Ben Barten,303,77,DE,0,1,5,10,8
4429285,Philip,Blidi,Philip Blidi,Philip Blidi,295,75,DL,0,0,10,30,0
4429288,Kristin,Booth,Kristin Booth,Kristin Booth,259,75,DE,0,2,10,25,8
4429296,Marlon,Bradley,Marlon Bradley,Marlon Bradley,240,76,DE,0,3,9,21,21
4429305,Dontrez,Brown,Dontrez Brown,Dontrez Brown,300,75,DL,1,2,22,35,11
4429312,Jacques,Bristol,Jacques Bristol,Jacques Bristol,295,73,DL,0,4,18,44,16
4429325,Henry,Bryant III,Henry Bryant III,Henry Bryant III,290,72,DL,0,3,14,34,31
4429371,Jahmeer,Carter,Jahmeer Carter,Jahmeer Carter,312,74,DT,0,1,13,35,7
4429381,Trill,Carter,Trill Carter,Trill Carter,300,74,DL,1,1,2,9,5
4429392,Elijah,Chatman,Elijah Chatman,Elijah Chatman,278,72,DT,0,4.5,21,30,28
4429408,Jeff,Clark,Jeff Clark,Jeff Clark,290,72,DL,0,0,6,14,0
4429431,Shane,Cokes,Shane Cokes,Shane Cokes,275,75,DL,0,0,12,29,0
4429498,Kail,Dava,Kail Dava,Kail Dava,290,75,DL,0,0.5,8,15,3
4429509,Javon,Denis,Javon Denis,Javon Denis,272,72,DE,0,4,12,30,30
4429531,Jared,Dawson,Jared Dawson,Jared Dawson,305,74,DL,0,2.5,5,12,19
4429544,D'Quan,Douse,D'Quan Douse,D'Quan Douse,278,74,DL,1,2,17,34,5
4429576,James,Ester,James Ester,James Ester,298,75,DT,0,4,20,44,22
4429617,Izeya,Floyd,Izeya Floyd,Izeya Floyd,315,74,DL,0,0,5,24,0
4429685,Dal'mont,Gourdine,Dal'mont Gourdine,Dal'mont Gourdine,293,75,DL,0,3,16,28,21
4429699,Kam'ron,Green,Kam'ron Green,Kam'ron Green,233,76,DL,0,2,9,18,6
4429727,Van,Fillinger,Van Fillinger,Van Fillinger,260,76,DE,1,2.5,16,27,16
4429731,Gabe,Hall,Gabe Hall,Gabe Hall,287,78,DT,0,2,8,18,9
4429733,Deshon,Hall Jr.,Deshon Hall Jr.,Deshon Hall Jr.,264,75,DL,0,3.5,14,30,29
4429841,Jalar,Holley,Jalar Holley,Jalar Holley,308,75,DL,0,0,1,3,0
4429857,Herbert,Gums,Herbert Gums,Herbert Gums,306,73,NT,0,0.5,10,20,1
4429881,Zukudo,Igwenagu,Zukudo Igwenagu,Zukudo Igwenagu,245,76,DE,1,1,13,29,12
4429895,Latrell,Jean,Latrell Jean,Latrell Jean,280,75,DL,0,1,8,22,7
4429907,Jayden,Jernigan,Jayden Jernigan,Jayden Jernigan,279,72,DL,1,1.5,8,18,15
4429920,Dayon,Hayes,Dayon Hayes,Dayon Hayes,265,75,DL,1,4,25,45,24
4429960,Gentle,Hunt,Gentle Hunt,Gentle Hunt,290,71,DL,1,5.5,16,29,35
4429965,Ethan,Hurkett,Ethan Hurkett,Ethan Hurkett,260,75,DL,0,0,26,52,0
4429996,Marshawn,Kneeland,Marshawn Kneeland,Marshawn Kneeland,275,75,DL,2,4.5,29,57,46
4430007,Sulaiman,Kpaka,Sulaiman Kpaka,Sulaiman Kpaka,295,74,DL,0,2,5,10,7
4430039,Tre'jon,Lewis,Tre'jon Lewis,Tre'jon Lewis,275,76,DL,0,0.5,10,14,2
4430065,Cedric,Johnson,Cedric Johnson,Cedric Johnson,265,75,DE,1,5.5,17,40,33
4430087,Devin,Martinez,Devin Martinez,Devin Martinez,235,74,DE,0,0,2,13,0
4430090,Cletus,Mathurin,Cletus Mathurin,Cletus Mathurin,305,73,DT,0,0.5,9,25,3
4430111,Jah,Joyner,Jah Joyner,Jah Joyner,250,77,DL,2,5.5,11,15,47
4430121,Aidan,Keanaaina,Aidan Keanaaina,Aidan Keanaaina,312,75,DL,0,0.5,3,7,1
4430211,Jamil,Muhammad,Jamil Muhammad,Jamil Muhammad,250,73,DE,2,6,28,42,36
4430222,Jalen,Lee,Jalen Lee,Jalen Lee,308,75,DT,0,0,0,2,0
4430246,DeShawn,Lynch,DeShawn Lynch,DeShawn Lynch,288,77,DL,1,4.5,18,33,26
4430271,Ruke,Orhorhoro,Ruke Orhorhoro,Ruke Orhorhoro,290,76,DT,0,5,13,25,37
4430281,Gio,Paez,Gio Paez,Gio Paez,310,75,DE,0,0,4,21,0
4430290,Joel,Parker,Joel Parker,Joel Parker,260,72,DL,0,0,2,5,0
4430296,Nelson,Paul,Nelson Paul,Nelson Paul,237,74,DE,0,4.5,12,24,24
4430300,Kevin,Penn,Kevin Penn,Kevin Penn,300,76,DL,0,4,14,43,19
4430306,Nusi,Malani,Nusi Malani,Nusi Malani,286,76,DL,0,2.5,10,24,16
4430320,Viramontes,Pippens,Viramontes Pippens,Viramontes Pippens,300,73,DT,0,0,5,13,0
4430326,Norell,Pollard,Norell Pollard,Norell Pollard,285,72,DL,0,4,9,24,28
4430332,Noah,Potter,Noah Potter,Noah Potter,272,78,DL,0,0,1,2,0
4430348,Justen,Ramsey,Justen Ramsey,Justen Ramsey,310,71,DL,0,0,1,5,0
4430349,Keith,Randolph Jr.,Keith Randolph Jr.,Keith Randolph Jr.,300,77,DT,0,1.5,20,49,16
4430359,Sean,Martin,Sean Martin,Sean Martin,290,77,DL,0,1,15,27,7
4430369,Jordan,Revels,Jordan Revels,Jordan Revels,250,72,DE,0,0,13,34,0
4430376,Nate,Matlack,Nate Matlack,Nate Matlack,249,77,DE,0,4,11,15,32
4430396,Logan,Richter,Logan Richter,Logan Richter,325,76,DL,0,0,6,16,0
4430421,Na'im,Rodman,Na'im Rodman,Na'im Rodman,307,74,DL,0,0,10,30,0
4430427,Christian,Rorie,Christian Rorie,Christian Rorie,310,78,DT,0,0.5,8,15,3
4430428,Xavier,Ross,Xavier Ross,Xavier Ross,290,76,DE,0,1,7,11,2
4430478,Elijah,Simmons,Elijah Simmons,Elijah Simmons,340,74,DL,0,0,7,17,0
4430499,Ben,Smiley III,Ben Smiley III,Ben Smiley III,270,76,DE,0,2,6,15,3
4430560,Jer'Zhan,Newton,Jer'Zhan Newton,Jer'Zhan Newton,295,74,DT,1,7.5,26,52,61
4430564,Ricky,Correia,Ricky Correia,Ricky Correia,335,76,DL,0,2,6,30,13
4430571,Stanley,Ta'ufo'ou,Stanley Ta'ufo'ou,Stanley Ta'ufo'ou,275,74,DL,0,0,6,8,0
4430601,Kobe,Pepe,Kobe Pepe,Kobe Pepe,320,74,DL,0,0,0,3,0
4430618,David,Ugwoegbu,David Ugwoegbu,David Ugwoegbu,250,76,DL,1,3,28,41,10
4430628,Jason,Vaughn,Jason Vaughn,Jason Vaughn,248,77,DE,0,2,5,10,12
4430659,Jaelen,Crider,Jaelen Crider,Jaelen Crider,315,75,DL,0,0,0,3,0
4430678,Rico,Watson,Rico Watson,Rico Watson,236,72,DL,0,0,1,2,0
4430698,Ali,Saad,Ali Saad,Ali Saad,270,75,DL,2,1.5,13,24,21
4430741,Asyrus,Simon,Asyrus Simon,Asyrus Simon,250,76,DL,0,1,6,13,4
4430793,Curley,Young Jr.,Curley Young Jr.,Curley Young Jr.,230,74,DL,2,3.5,20,32,15
4430813,Chantz,Williams,Chantz Williams,Chantz Williams,255,76,DL,0,0,4,8,0
4430818,Cole,Brevard,Cole Brevard,Cole Brevard,315,75,DL,0,1,6,9,7
4430835,Alfred,Collins,Alfred Collins,Alfred Collins,317,77,DL,0,2,10,18,12
4430838,Rylie,Mills,Rylie Mills,Rylie Mills,296,77,DL,0,2.5,22,45,24
4430850,Cody,Stufflebean,Cody Stufflebean,Cody Stufflebean,257,76,DE,1,2,14,19,13
4430853,Darrion,Henry-Young,Darrion Henry-Young,Darrion Henry-Young,264,76,DL,1,1.5,6,10,6
4430877,Alex,Huntley,Alex Huntley,Alex Huntley,298,76,DT,0,2,18,33,10
4430884,Kedrick,Bingley-Jones,Kedrick Bingley-Jones,Kedrick Bingley-Jones,305,76,DL,0,0,2,2,0
4430892,Josaih,Hayes,Josaih Hayes,Josaih Hayes,317,75,DL,0,1.5,7,23,9
4430896,JJ,Pegues,JJ Pegues,JJ Pegues,315,74,DT,0,3.5,17,40,23
4430915,Reece,Atteberry,Reece Atteberry,Reece Atteberry,309,77,DL,0,0,2,3,0
4430919,Wesley,Bailey,Wesley Bailey,Wesley Bailey,255,77,DL,0,3,7,22,17
4430947,Yahya,Black,Yahya Black,Yahya Black,315,77,DL,1,3.5,22,50,21
4430956,Nick,Booker-Brown,Nick Booker-Brown,Nick Booker-Brown,265,73,DL,0,1.5,11,15,8
4430973,Johnny,Walker Jr.,Johnny Walker Jr.,Johnny Walker Jr.,244,75,DL,2,4,24,41,18
4430985,Armon,Wallace,Armon Wallace,Armon Wallace,292,72,DL,0,0,9,17,0
4430999,Kenean,Caldwell,Kenean Caldwell,Kenean Caldwell,325,75,DL,0,0,2,4,0
4431008,Jasheen,Davis,Jasheen Davis,Jasheen Davis,259,75,DL,1,7.5,26,49,49
4431022,Dyshier,Clary,Dyshier Clary,Dyshier Clary,270,74,DL,0,2,12,22,16
4431049,Deontae,Craig,Deontae Craig,Deontae Craig,266,75,DL,0,3,15,51,22
4431077,TeRah,Edwards,TeRah Edwards,TeRah Edwards,315,74,DL,0,0.5,5,13,9
4431092,Kershawn,Fisher,Kershawn Fisher,Kershawn Fisher,230,74,LB,0,2.5,9,21,20
4431118,Ty,Hamilton,Ty Hamilton,Ty Hamilton,295,75,DT,0,1,14,32,7
4431147,Cam,Horsley,Cam Horsley,Cam Horsley,315,75,DT,0,0.5,13,38,3
4431151,Keyshawn,Hunter,Keyshawn Hunter,Keyshawn Hunter,275,72,DL,1,0,15,46,0
4431153,Nash,Hutmacher,Nash Hutmacher,Nash Hutmacher,330,76,DL,0,4.5,14,40,30
4431159,E'Maurion,Banks,E'Maurion Banks,E'Maurion Banks,305,77,DL,0,0.5,9,10,3
4431172,Patrick,Jenkins,Patrick Jenkins,Patrick Jenkins,305,74,DL,1,5.5,20,32,36
4431184,Jayson,Jones,Jayson Jones,Jayson Jones,338,78,DL,0,0,10,18,0
4431189,Hunter,Kaupiko,Hunter Kaupiko,Hunter Kaupiko,220,72,DL,0,0,2,3,0
4431204,Kyle,King,Kyle King,Kyle King,270,76,DL,0,0,4,9,0
4431230,Jalen,Logan-Redding,Jalen Logan-Redding,Jalen Logan-Redding,275,76,DL,0,2.5,19,29,14
4431231,Sione,Lolohea,Sione Lolohea,Sione Lolohea,266,75,DL,2,1.5,19,39,11
4431259,J'Vian,McCray,J'Vian McCray,J'Vian McCray,327,72,DL,0,3.5,8,24,29
4431262,Cade,McDonald,Cade McDonald,Cade McDonald,285,78,DE,0,0,0,3,0
4431275,Joe,Moore,Joe Moore,Joe Moore,248,74,DL,0,1,7,13,13
4431291,Westley,Neal Jr.,Westley Neal Jr.,Westley Neal Jr.,315,72,DL,0,1,10,14,9
4431305,Octavious,Oxendine,Octavious Oxendine,Octavious Oxendine,276,73,DL,0,1.5,11,18,22
4431337,Martez,Poynter,Martez Poynter,Martez Poynter,290,76,DT,0,1.5,6,15,6
4431341,Jabari,Ishmael,Jabari Ishmael,Jabari Ishmael,257,77,DL,0,0,3,7,0
4431345,Isaiah,Raikes,Isaiah Raikes,Isaiah Raikes,320,74,DL,1,1,7,17,4
4431372,Makius,Scott,Makius Scott,Makius Scott,291,76,DL,1,0,13,34,0
4431385,Taurus,Simmons,Taurus Simmons,Taurus Simmons,246,74,DL,0,0,4,8,0
4431390,Gary,Smith III,Gary Smith III,Gary Smith III,315,74,DL,0,2,8,21,11
4431406,Taizse,Johnson,Taizse Johnson,Taizse Johnson,298,74,DL,1,1.5,8,13,11
4431414,Tim,Keenan III,Tim Keenan III,Tim Keenan III,315,74,DL,0,1,16,36,6
4431420,Jashaud,Stewart,Jashaud Stewart,Jashaud Stewart,257,74,DL,0,0.5,2,8,4
4431424,Bradyn,Swinson,Bradyn Swinson,Bradyn Swinson,252,76,DE,2,2,13,33,29
4431495,Justin,Wodtly,Justin Wodtly,Justin Wodtly,275,75,DE,0,1,4,13,13
4431503,Damon,Payne Jr.,Damon Payne Jr.,Damon Payne Jr.,303,76,DL,0,0.5,1,8,5
4431508,Dylan,Brooks,Dylan Brooks,Dylan Brooks,232,76,DE,0,0,2,4,0
4431518,Marcus,Burris Jr.,Marcus Burris Jr.,Marcus Burris Jr.,290,76,DL,0,1,13,20,1
4431528,Elliot,Donald,Elliot Donald,Elliot Donald,280,75,DL,0,0,1,2,0
4431531,George,Rooks,George Rooks,George Rooks,280,76,DL,0,1.5,12,27,10
4431533,Gabriel,Rubio,Gabriel Rubio,Gabriel Rubio,302,77,DL,1,0,4,9,0
4431534,Ethan,Downs,Ethan Downs,Ethan Downs,263,76,DL,0,4.5,14,28,23
4431541,Tiaoalii,Savea,Tiaoalii Savea,Tiaoalii Savea,305,76,DL,0,1.5,6,18,4
4431547,Kelvin,Gilliam Jr.,Kelvin Gilliam Jr.,Kelvin Gilliam Jr.,299,75,DL,0,0,0,3,0
4431551,Lee,Hunter,Lee Hunter,Lee Hunter,320,76,DT,0,3,39,64,27
4431567,Maason,Smith,Maason Smith,Maason Smith,315,78,DT,0,1.5,7,26,9
4431572,Najee,Story,Najee Story,Najee Story,285,76,DL,0,0,8,19,0
4431582,Payton,Page,Payton Page,Payton Page,315,76,DT,0,0,3,9,0
4431584,Jahvaree,Ritzie,Jahvaree Ritzie,Jahvaree Ritzie,295,76,DL,1,0.5,12,23,2
4431586,Chop,Robinson,Chop Robinson,Chop Robinson,250,75,DE,2,4,12,15,26
4431590,Jack,Sawyer,Jack Sawyer,Jack Sawyer,265,76,DE,2,3.5,20,44,20
4431591,Zion,Shockley,Zion Shockley,Zion Shockley,260,76,DL,0,1,4,5,8
4431598,Leonard,Taylor III,Leonard Taylor III,Leonard Taylor III,305,75,DT,0,1,8,20,6
4431603,Jay,Toia,Jay Toia,Jay Toia,325,75,DL,0,1,17,26,1
4431607,Desmond,Watson,Desmond Watson,Desmond Watson,435,77,DL,0,1,3,11,8
4431612,Keanu,Williams,Keanu Williams,Keanu Williams,310,77,DL,0,0.5,6,12,3
4431615,Tyleik,Williams,Tyleik Williams,Tyleik Williams,290,74,DT,0,3,19,50,6
4432225,Blaise,Gunnerson,Blaise Gunnerson,Blaise Gunnerson,265,78,DL,0,1,3,9,1
4432240,Sonny,Hazard,Sonny Hazard,Sonny Hazard,312,73,DL,0,0,7,13,0
4432244,Romello,Height,Romello Height,Romello Height,230,75,DE,0,4,12,20,31
4432301,Kris,Jenkins,Kris Jenkins,Kris Jenkins,305,75,DT,0,1.5,14,33,16
4432333,Kyle,Kennard,Kyle Kennard,Kyle Kennard,238,77,DL,2,6,32,53,25
4432337,Marlon,Krakue,Marlon Krakue,Marlon Krakue,240,75,DE,0,1,2,5,11
4432343,Claude,Larkins,Claude Larkins,Claude Larkins,270,76,DL,0,0,1,3,0
4432380,Joe,Mason,Joe Mason,Joe Mason,235,75,DL,1,6.5,18,36,22
4432409,Gavin,Meyer,Gavin Meyer,Gavin Meyer,282,76,NT,0,0,12,25,0
4432429,Demerick,Morris,Demerick Morris,Demerick Morris,295,75,DL,0,0,2,7,0
4432448,Mason,Narcisse,Mason Narcisse,Mason Narcisse,290,75,DL,0,0,27,37,0
4432459,Chidozie,Nwankwo,Chidozie Nwankwo,Chidozie Nwankwo,295,71,DL,0,1,13,25,5
4432474,Tobin,Phillips,Tobin Phillips,Tobin Phillips,295,75,DL,0,0.5,3,14,4
4432509,Michael,Reese,Michael Reese,Michael Reese,262,75,DE,0,0.5,3,9,1
4432532,Billie,Roberts,Billie Roberts,Billie Roberts,295,77,DL,0,1,1,2,4
4432533,Tre'vonn,Rybka,Tre'vonn Rybka,Tre'vonn Rybka,276,76,DL,0,1,7,21,10
4432575,Akelo,Stone,Akelo Stone,Akelo Stone,280,74,DT,0,1.5,11,26,11
4432596,Ronald,Triplette,Ronald Triplette,Ronald Triplette,240,74,DL,0,1,7,14,6
4432609,Davin,Vann,Davin Vann,Davin Vann,280,74,DT,1,5.5,15,38,48
4432610,Amin,Vanover,Amin Vanover,Amin Vanover,266,76,DE,1,1.5,3,6,10
4432625,Kendron,Wayman,Kendron Wayman,Kendron Wayman,255,76,DL,0,2,17,35,11
4432655,Tunmise,Adeleye,Tunmise Adeleye,Tunmise Adeleye,290,76,DL,1,1,4,9,4
4432661,Rayshaun,Benny,Rayshaun Benny,Rayshaun Benny,296,76,DL,1,1,13,27,1
4432676,Bryce,Carter,Bryce Carter,Bryce Carter,274,75,DT,0,0,5,9,0
4432701,Travion,Ford,Travion Ford,Travion Ford,275,76,DE,0,0,3,10,0
4432712,Wynden,Ho'ohuli,Wynden Ho'ohuli,Wynden Ho'ohuli,240,75,DL,0,1,4,5,6
4432715,Landon,Jackson,Landon Jackson,Landon Jackson,281,79,DL,0,6.5,22,44,54
4432717,Elijah,Jeudy,Elijah Jeudy,Elijah Jeudy,280,75,DL,0,0,4,8,0
4432724,Bryce,Langston,Bryce Langston,Bryce Langston,300,75,DT,0,0,0,2,0
4432729,Tywone,Malone,Tywone Malone,Tywone Malone,303,76,DT,0,0,3,5,0
4432756,Travali,Price,Travali Price,Travali Price,270,76,DE,0,1,1,11,6
4432764,Keeshawn,Silver,Keeshawn Silver,Keeshawn Silver,322,76,DL,0,0,7,16,0
4432765,Clayton,Smith,Clayton Smith,Clayton Smith,230,76,DL,0,4.5,9,21,20
4432770,Melvin,Swindle II,Melvin Swindle II,Melvin Swindle II,288,75,DL,0,0,6,24,0
4432804,Shemar,Turner,Shemar Turner,Shemar Turner,290,76,DL,2,6,16,33,45
4433836,Josh,Griffis,Josh Griffis,Josh Griffis,255,76,DL,3,5,9,13,44
4433856,Tramel,Logan,Tramel Logan,Tramel Logan,247,76,DE,0,1.5,12,31,10
4433861,Xavier,McIver,Xavier McIver,Xavier McIver,298,75,DL,0,0,0,2,0
4433867,Sean,McLaughlin,Sean McLaughlin,Sean McLaughlin,270,78,DL,0,0,7,11,0
4433872,Stanley,Saole-McKenzie,Stanley Saole-McKenzie,Stanley Saole-McKenzie,330,74,DL,0,0,4,8,0
4433881,Jaedon,Roberts,Jaedon Roberts,Jaedon Roberts,305,75,DL,0,1,2,7,8
4433896,Everitt,Rogers,Everitt Rogers,Everitt Rogers,305,74,DL,0,0,7,31,0
4433902,Jamar,Rucks,Jamar Rucks,Jamar Rucks,230,75,DL,0,0.5,3,12,4
4433927,Dezmond,Tell,Dezmond Tell,Dezmond Tell,290,73,DL,1,2,8,18,14
4454902,Isaiah,Gibson Sr.,Isaiah Gibson Sr.,Isaiah Gibson Sr.,312,76,DL,0,0.5,5,27,1
4500275,Kyle,Thomas,Kyle Thomas,Kyle Thomas,230,75,DL,0,0,1,4,0
4565173,DeAndre,Dingle-Prince,DeAndre Dingle-Prince,DeAndre Dingle-Prince,280,72,DE,0,0,7,23,0
4565197,Gage,Keys,Gage Keys,Gage Keys,290,77,DL,0,0,13,21,0
4565309,Fatorma,Mulbah,Fatorma Mulbah,Fatorma Mulbah,305,75,DL,0,0,10,22,0
4565311,Aeneas,Peebles,Aeneas Peebles,Aeneas Peebles,286,73,DT,1,4,11,40,31
4565537,Keveion'ta,Spears,Keveion'ta Spears,Keveion'ta Spears,297,76,DL,0,2,10,17,17
4565554,Nahki,Johnson,Nahki Johnson,Nahki Johnson,255,74,DL,0,0,0,3,0
4565651,Dominique,Ratcliff,Dominique Ratcliff,Dominique Ratcliff,280,75,DT,0,1,12,23,8
4565696,Ben,Bell,Ben Bell,Ben Bell,250,74,DE,1,8,28,49,67
4565774,Chazz,Wallace,Chazz Wallace,Chazz Wallace,295,74,DL,0,1.5,4,11,11
4565789,Jordan,Miles,Jordan Miles,Jordan Miles,245,74,DL,0,1.5,13,24,12
4565872,Adonis,Friloux,Adonis Friloux,Adonis Friloux,310,74,DL,0,0,3,7,0
4566090,James,Mitchell,James Mitchell,James Mitchell,290,73,DL,0,1.5,9,20,4
4566154,JT,Tuimoloau,JT Tuimoloau,JT Tuimoloau,270,76,DE,0,4,11,34,32
4566191,Shawn,Collins,Shawn Collins,Shawn Collins,265,77,DE,0,2.5,6,23,14
4566314,Hugo,Klages,Hugo Klages,Hugo Klages,295,74,DT,0,0,1,3,0
4567041,Jaylen,Hudson,Jaylen Hudson,Jaylen Hudson,259,75,DL,0,0,3,4,0
4567050,Justin,Williams,Justin Williams,Justin Williams,282,74,DL,0,0,3,15,0
4567122,Kevin,Harris,Kevin Harris,Kevin Harris,245,76,DL,0,1,12,22,8
4567126,Braylen,Ingraham,Braylen Ingraham,Braylen Ingraham,301,76,DL,0,0.5,2,16,2
4567138,Justin,Eboigbe,Justin Eboigbe,Justin Eboigbe,292,77,DT,0,7,25,59,43
